"","Conversacion","Cortes_Descortes","Llama_Atencion","Mediodeexpresion","F0_Inicial","F0_Final","F0_Media","F0_Maxima","F0_Minima","Intensidad_Maxima","Intensidad_Minima","Intensidad_Primera","Intensidad_Ultima","Intensidad_Media","Silabas","Duracion","Duracion_Pausa_Anterior","Duracion_Pausa_Posterior","Continuacion_Pausa","Curva_Melodica","Otro_Curva_Melodica","Inflexion_Local_Interna","Tonema","Unidad_Del_Discurso","Valormodal","Otro_Valor_Modal","Fenomeno_Tonal","Fenomeno_Duracion","Fenomeno_Pausas","Fenomeno_Velocidad","Fenomeno_Amplitud","Unidad_Fonica","Estrategia_Pragmatica","Efecto_Pragmatico_Asociado","Elemento_Analizado","Fragmento","cantidad","cantidad_Medio"
"180","VALESCO 129B","descortés","acento;entonación","Intensificación",146.8,75,116.4,147.5,96.5,85,73,75,72,79,7,1.2,0.7,2.3,"continúa el mismo hablante","declinación","desconocido","ascendente_descendente","descendente","acto","aserción","desconocido","descenso brusco de la curva melódica","ninguno","pocas pausas","ninguno","campo tonal alto","grupo entonativo","reproche;rechazo","desconocido","A: sí mama↓ lo he visto ya↓ (...)","A: ¿lo vees↑; el quesoo?
C: sí mama↓lo he visto ya↓ (2.30’’) toma quesito",51,159
"181","VALESCO 194A","cortés","entonación","Intensificación",199,183,194,247,92.6,85,63,76,63,81,5,1.2,0.4,0.5,"continúa otro hablante","declinación","desconocido","ninguna","descendente","acto;Intervención reactiva;turno","aserción","desconocido","ninguno","ninguno","pausas cortas","ninguno","ninguno","grupo entonativo","""cumplidos; elogios y piropos""","Ninguno","M: y a ti y a A↑","P: vamos que quieres a todos menos a D
M: y a ti y a A↑
P: a A si que la quieres→/ o si no↑ cuenta lo que ha pasado hoy con la conducción§",156,159
"182","VALESCO 69A","cortés","entonación","Intensificación",222.9,79.8,219,268,79.6,81,63,78,72,74,7,1.2,0,0,"el otro hablante toma inmediatamente la palabra","declinación","desconocido","ascendente_descendente","descendente","acto;Intervención reactiva","aserción","desconocido","ninguno","ninguno","pausas cortas","ninguno","campo tonal alto","grupo entonativo","""cumplidos; elogios y piropos"";opinión","desconocido","C: ¡ay!/ está hecho un artista","P: ¿qué? ¿cómo va el coche ya↓ Juan?
J: muy bien/ que lo diga la mamá→§
C: § ¡ay!/ está hecho un artista",156,159
"183","VALESCO 171A","descortés","entonación","Intensificación",257.2,196.7,171,258.6,103,67,51,57,57,60,8,1.2,0,0.6,"continúa otro hablante","circunfleja","desconocido","descendente_ascendente","suspendido","acto","aserción","desconocido","entonación circunfleja","alargamiento","sin pausas","ninguno","ninguno","grupo entonativo","mandato","desconocido","A: (...) que cada una se encargue de ir→
","A: ¡vale pues! toda la [semana↑­=]
C:[semana↑­]
A: = que cada una se encargue de ir→
B: ((vale)) a mí me teneís que dar el número de cuenta ((si no os llamo y ya)) (...)
",156,159
"184","VALESCO 171A","descortés","acento;entonación","Intensificación",107,121,123,214.5,89.3,62,50,53,60,57,9,1.2,2.5,2.7,"continúa el mismo hablante","declinación","desconocido","descendente","circunflejo","acto","aserción","desconocido","entonación circunfleja","ninguno","pocas pausas","ninguno","ninguno","grupo entonativo","reproche","desconocido","A: a ver si te- te lo has cargao↓","C: por eso que se ha gastado o algo­↑
A: a ver si te- te lo has cargao↓/// a ver",51,159
"185","VALESCO 171A","cortés","entonación","Intensificación;Ironía",99.6,107.2,118.3,227.7,96,61,96,57,56,56,10,1.2,2.5,0.5,"continúa otro hablante","declinación","desconocido","ascendente_descendente","circunflejo","acto","aserción","desconocido","entonación circunfleja","ninguno","sin pausas","ninguno","ninguno","grupo entonativo","broma afiliadora","desconocido","A: a lo mejor es que va con cuerda","A: a lo mejor es que va con cuerda
C: no tía va con pilas sinos ¿para qué están las pilas? (...)",156,5
"186","VALESCO 37B","cortés","duración;entonación;velocidad de habla","Intensificación",300,269,296,398,188.3,90,87,89,88,89,2,1.14,0.3,0,"continúa otro hablante","circunfleja","desconocido","ninguna","descendente","acto","exclamación","desconocido","entonación circunfleja","alargamiento","pausas cortas","velocidad de habla lenta","campo tonal alto","grupo entonativo","""cumplidos; elogios y piropos"";opinión","Ninguno","C: ¡qué BIIEEN!","A: eso parece/ EEs que a mi marido lo han hecho fijo
B: [en la fábrica] 
C: [¿SÍII?] ¡qué BIIEEN!§ 
A: § antes de ayer↓ se lo dijeron",4,159
"187","VALESCO 025A","descortés","entonación","Intensificación",0,0,0,0,0,52,45,NA,NA,48,5,1.13,0,0,"desconocido","desconocido","desconocido","ninguna","desconocido","acto","exhortación","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","mecagüen la mar",NA,156,159
"188","VALESCO 025A","descortés","entonación","Atenuación",NA,NA,191,362,127,64,45,NA,NA,58,7,1.11,0,0,"desconocido","inclinación","desconocido","ninguna","ascendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","pero no pasó nada","A: [por una tonte– por una tontería]
C: = ¡LECHUga! decir la verdad no venir ¿eh? así§
D: § claro
C: no se lo doy a pasar→
A: pero no pasó nada§
C: § no§
A: § era quee– era la verdad§
C: § la– la– laa verdaad↓
que no llevaban los papeles§
A: § [no llevaban los papeles]
C: [y claro tenían los amotos]",156,62
"189","VALESCO 37B","cortés","acento","Intensificación",204,150,238,323,149,90,80,80,83,88,9,1.1,0.2,0.6,"continúa el mismo hablante","circunfleja","desconocido","ascendente_descendente","descendente","desconocido","aserción","desconocido","entonación circunfleja","ninguno","ninguno","ninguno","ninguno","grupo entonativo","Ofrecer información","Ninguno","A: digo es que– es que no tiene NÚMEROS/","A: el hombre sí que dijo esta perla que lleva aquí ↑/ y digo es que– es que no tiene NÚMEROS/ ",23,159
"190","VALESCO 37B","cortés","entonación;velocidad de habla","Intensificación",218.4,240,320,417,195,90,83,88,88,89,8,1.1,0,0.6,"continúa el mismo hablante","Otro (especificar bajo)","Ondulada. Interrogación exclamativa con campo tonal muy amplio","ninguna","descendente","acto","desconocido","Pregunta retórica con valor enfático","entonación circunfleja","ninguno","pausas cortas","velocidad de habla rápida","campo tonal alto","grupo entonativo","""cumplidos; elogios y piropos""","Ninguno","B:¿por qué no me lo has [DICHO?=]
A:[(RISAS)]","A: lo han hecho fijo ↓ a mi marido
B: ¡AAYY! ¡QUÉ ALEGRÍA! ¿por qué no me lo has [DICHO?=]
A:[(RISAS)]
B: = fíjate ↓ el otro día comentándolo ↑ ¿eh?/ oye ↓ pues estará [contento el hombre ¿no?=]
A:[contento (( )) sí]",8,159
"191","VALESCO 37B","cortés","entonación","Atenuación;Fórmulas de tratamiento",353,310,316,220,430,90,83,84,80,88,7,1.1,0.2,0,"continúa otro hablante","declinación","desconocido","ninguna","descendente","acto","aserción","Despedida","ninguno","ninguno","sin pausas","ninguno","campo tonal alto","grupo entonativo","""saludos; despedida y presentaciones""","Ninguno","A: bueno↓voy a seguir yo","A: bueno↓voy a seguir yo
B: [vale↓Pepita]
E: [vaale]",156,1
"192","VALESCO 130A","descortés","acento","Intensificación",264,180.4,227.6,280.5,77.6,88,75,87,75,85,6,1.1,0.6,0,"el otro hablante toma inmediatamente la palabra","declinación","desconocido","ascendente_descendente","descendente","acto","aserción","desconocido","descenso brusco de la curva melódica","ninguno","sin pausas","ninguno","campo tonal alto","grupo entonativo","desacuerdo","desconocido","L: pero esas no valen↓","L: y necesito unas zapatillas nuevas / porquee las tengo jorobadas
M: ¿jorobadas? en un§
L:§que se me han abierto [por debajo]
M:[pues tienes] tienes ahí tres pares o cuatro
L: pero esas no valen↓§
M:§sí que valen sí§
L:§NO VALEN",23,159
"193","VALESCO 130A","descortés","acento","Intensificación",108.6,119.3,192.4,251.3,100.6,86,75,75,76,80,6,1.1,2.1,0,"continúa el mismo hablante","inclinación","desconocido","descendente_ascendente","ascendente","acto","aserción","desconocido","descenso brusco de la curva melódica","ninguno","pocas pausas","ninguno","ninguno","grupo entonativo","reproche;acuerdo","desconocido","L: como tiene que ser↓ (...)","M: lo que pasa es que tú [todo lo quieres] =
L:[tienes el doble]
M: = en calzao­ y pantalones
L: como tiene que ser↓ ¿en qué quieres que me lo gaste↓?",23,159
"194","VALESCO 193A","cortés","acento","desconocido",208,161,171.8,210,157,82,65,79,64,77,6,1.1,0,0.1,"continúa otro hablante","declinación","desconocido","ninguna","descendente","Intervención reactiva","aserción","desconocido","ninguno","ninguno","pausas cortas","ninguno","ninguno","grupo entonativo","manifestación de empatía;acuerdo","desconocido","H: no paras º(de pagar)º","M  así que no paro de pagar↓ NO PAro de pagar↑ [¿eh?]
H: [no] paras º(de pagar)º
M: no paro de pagar ¿eh?/
H: me lo creo//",23,27
"195","VALESCO 162A","descortés","acento;entonación","Fórmulas indirectas;Sarcasmo",199,363,190,363,127,89,76,87,89,86,6,1.06,0,0,"continúa otro hablante","inclinación","desconocido","ninguna","ascendente","Intervención reactiva","desconocido","desconocido","ascenso brusco de la curva melódica","ninguno","sin pausas","ninguno","campo tonal alto","grupo entonativo","desconocido","desconocido","A:        [¿no has bajado del] COche?","A:¡ah! ¿has dejado del coche? ¿no?
L:noo [no he llegao a bajar]
A:[¿no has bajado del] COche?",51,2
"196","VALESCO 114A","descortés","entonación","Intensificación",349,111,192,414,111,87,75,87,80,83,9,1.05,0,1.9,"continúa otro hablante","declinación","ascenso-descenso","ascendente","descendente","acto;Intervención iniciativo-reactiva","aserción","desconocido","ascenso brusco de la curva melódica","desconocido","ninguno","ninguno","campo tonal alto","cláusula entonativa","reproche","Ninguno","A: ¡hostia!/ hoy que he bebido güi(s)ki","C: sí// llega también con ((un bloque))/// mira el historial tuyo yy nos vamo(s) y te pinchamos↓ tráete el volante y todo
A: ¡hostia!/ hoy que he bebido güi(s)ki
B: hoy que l’ha pegao [cada trago en la– (RISAS)=]",156,159
"197","VALESCO 025A","descortés","entonación","Atenuación",NA,NA,202,230,186,60,47,NA,NA,53,11,1.04,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","no eso es que se equivocarían","C: [¡oh que] si volvieron a llamar! a las tres horas que el hombre se había
[quedao otra vez un poco embelesao→]
A: [que ((te– tenían)) el teléfono] mal o equivocao§
C: § ni– mira↓ ya cogió el teléfono y dice ni está Jesús ni su PUTA MADREΔ7 y
yo→ Vicente ¡por Dios! dice NI VICENTE NI SANTO VICENTE PERO ¿¡ESTOS QUÉ S’HAN CREÍDO ESTA NOCHE!? [y=]
D: [sí sí]
C: = ya se fue a trabajar sin– sin– sin dormir
D: es que son bromitas pesadas§
A: § no↓ eso es que se equivocaron
(( )) [(( ))]
B: [y mi madre– a mí una] de mis amigas (( )) sus hermanas↑
le llamaron dice es de la policía y dice un momentito↑ [(( )) y digo
¡ay madre mía!=]",156,62
"198","VALESCO 162A","descortés","entonación","Fórmulas indirectas;Sarcasmo",212,254,245,316,120,89,76,84,88,86,8,1.02,0,2.4,"continúa un solapamiento","circunfleja","desconocido","ninguna","circunflejo","Intervención iniciativa","pregunta","desconocido","entonación circunfleja","alargamiento","pausas largas","ninguno","ninguno","grupo entonativo","desconocido","Sarcasmo","L: ¿a llevar a Rafa sólo?","L: ¿a llevar a Rafa sólo? (2.4”)
A: nada/ poor Beatriz/ tenía unas cosas en casa de la abuela de Rafa­",156,2
"199","VALESCO 025A","descortés","entonación","desconocido",NA,NA,151,159,136,63,47,NA,NA,56,8,1.02,0,0,"desconocido","suspensión","desconocido","ninguna","ascendente","acto","pregunta","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","(¿aquí le to)có alguien aquí al lado?","A: = que fue§
C: § está claro§
A: § dice que compraron§
D: § ¿también le tocó a
alguien aquí al lado?
A: sí↓ un chico que su herma[na vive aquíΔ él no vive aquí→=]
B: [no en– la hermana vive↓ él no]
A: = pero es que la cosa fue la– de la siguiente manera↓ compraron
el viernes los números↑ los tiraron a la mesa el despacho↑ y el
lunes cuando fueron↑§",156,27
"200","VALESCO 37B","cortés","entonación","Intensificación",240,266,235,266.7,187,90,82,88,82,88,5,1,1,0.5,"continúa el mismo hablante","suspensión","desconocido","ninguna","ascendente","acto","desconocido","Refuerzo de la relación interpersonal: presencia de suspensión","entonación suspendida","ninguno","ninguno","ninguno","ninguno","grupo entonativo","invitación","Ninguno","A: mil pesetas te doy d’él// si lo quies vender ↑/","A: (RISAS) y dice po’l camino dice/ mil pesetas te doy d’él// si lo quies vender ↑/ y mi marido dice ya no pue(de) venderlo/ sabemos que es un trasto ↓/ pero/ oye ↓/venderlo pa qué ↓//",156,159
"201","VALESCO 84A","cortés","entonación","Atenuación",240,160,230,287,160,90,73,89,88,88,12,1,0,0,"continúa el mismo hablante","circunfleja","desconocido","ninguna","descendente","acto","desconocido","JUSTIFICACIÓN","entonación circunfleja","ninguno","ninguno","ninguno","ninguno","cláusula entonativa","Ofrecer información","Ninguno","que noo estoy todavía preparado/","mira/ yo/ siempre he pensado que nunca había - que noo estoy todavía preparado/",156,62
"202","VALESCO 84A","cortés","entonación","Atenuación",212,176,230,300,171,90,75,89,88,80,8,1,0,0,"continúa el mismo hablante","declinación","INFLEXIONES INTERNAS","descendente_ascendente","descendente","acto","negación","JUSTIFICACIÓN","entonación circunfleja","ninguno","ninguno","ninguno","campo tonal alto","cláusula entonativa","desconocido","Ninguno","no puedo DEMOSTRÁRTELO","mira yo te quiero… y cre– y creo que lo SABES/// pero NO/ no puedo DEMOSTRÁRTELO",156,62
"203","VALESCO 84A","cortés","entonación","Atenuación",182,119,220,275,160,90,76,85,76,80,8,1,0,1,"continúa otro hablante","circunfleja","desconocido","ascendente_descendente","ascendente","turno","desconocido","Justificación","entonación circunfleja","alargamiento","pausas cortas","ninguno","ninguno","cláusula entonativa","opinión","Ninguno","NO PUEDO MENTIRTE ASÍ","A: ...no me sirve esa sonrisa deee ¡hola qué tal! ¿cómo estás? bien ¡qué divertido es todo esto!// NO PUEDO MENTIRTE ASÍ",156,62
"204","VALESCO 84A","cortés","entonación","Atenuación",170,151,170,222,145,90,74,77,83,87,16,1,0,0,"desconocido","declinación","desconocido","ascendente_descendente","suspendido","turno","aserción","desconocido","ninguno","desconocido","ninguno","ninguno","campo tonal bajo","grupo entonativo","reproche","desconocido","Yo creo que no lo llevamos bien porque tú no quieres.",NA,156,62
"205","VALESCO 84A","cortés","entonación","Atenuación",186,327,250,360,197,90,74,88,86,89,12,1,0,0,"desconocido","inclinación","desconocido","ninguna","ascendente","turno","exclamación","desconocido","ascenso brusco de la curva melódica","desconocido","ninguno","ninguno","ninguno","cláusula entonativa","petición","desconocido","Escuchamé un momento; escuchamé",NA,156,62
"206","VALESCO 84A","cortés","entonación","Atenuación",200,211,200,361,174,90,76,83,86,89,8,1,0,0,"desconocido","declinación","declinación con énfasis interno","ascendente_descendente","circunflejo","turno","exclamación","desconocido","entonación circunfleja","ninguno","ninguno","ninguno","desconocido","cláusula entonativa","disculpa","desconocido","Yo no quiero agobiarte
",NA,156,62
"207","VALESCO 84A","descortés","entonación","Intensificación",205,139,200,295,139,90,80,88,78,85,10,1,0,0,"continúa otro hablante","Otro (especificar bajo)","curva de un solo pico","ninguna","descendente","turno","exhortación","queja","descenso brusco de la curva melódica","desconocido","ninguno","ninguno","ninguno","cláusula entonativa","desconocido","desconocido","A ver qué quieres que te diga ya",NA,156,159
"208","VALESCO 84A","descortés","entonación","Intensificación",217,236,200,341,180,90,80,88,83,90,6,1,0,0,"continúa el mismo hablante","inclinación","desconocido","ascendente","descendente","turno","exhortación","orden","descenso brusco de la curva melódica","desconocido","pocas pausas","ninguno","ninguno","cláusula entonativa","desconocido","desconocido","Bueno ya está bien",NA,156,159
